Timestamp,Long_1,Lat_1,Value_1,Long_2,Lat_2,Value_2,Long_3,Lat_3,Value_3,Long_4,Lat_4,Value_4,Long_5,Lat_5,Value_5,Long_6,Lat_6,Value_6,Long_7,Lat_7,Value_7,Long_8,Lat_8,Value_8,Long_9,Lat_9,Value_9,Long_11,Lat_11,Value_11,Long_12,Lat_12,Value_12,Long_13,Lat_13,Value_13,Long_14,Lat_14,Value_14,Long_15,Lat_15,Value_15,Long_16,Lat_16,Value_16,Long_17,Lat_17,Value_17,Long_18,Lat_18,Value_18,Long_19,Lat_19,Value_19,Long_20,Lat_20,Value_20,Long_21,Lat_21,Value_21,Long_22,Lat_22,Value_22,Long_23,Lat_23,Value_23,Long_24,Lat_24,Value_24,Long_25,Lat_25,Value_25,Long_26,Lat_26,Value_26,Long_27,Lat_27,Value_27,Long_28,Lat_28,Value_28,Long_29,Lat_29,Value_29,Long_30,Lat_30,Value_30,Long_31,Lat_31,Value_31,Long_32,Lat_32,Value_32,Long_33,Lat_33,Value_33,Long_34,Lat_34,Value_34,Long_35,Lat_35,Value_35,Long_36,Lat_36,Value_36,Long_37,Lat_37,Value_37,Long_38,Lat_38,Value_38,Long_39,Lat_39,Value_39,Long_40,Lat_40,Value_40,Long_41,Lat_41,Value_41,Long_42,Lat_42,Value_42,Long_43,Lat_43,Value_43,Long_44,Lat_44,Value_44,Long_45,Lat_45,Value_45,Long_46,Lat_46,Value_46,Long_47,Lat_47,Value_47,Long_48,Lat_48,Value_48,Long_49,Lat_49,Value_49,Long_50,Lat_50,Value_50,Value_51,Lat_51,Long_51,Value_52,Lat_52,Long_52,Value_53,Lat_53,Long_53,Value_54,Lat_54,Long_54,Value_55,Lat_55,Long_55,Value_56,Lat_56,Long_56,Value_57,Lat_57,Long_57,Value_58,Lat_58,Long_58,Value_59,Lat_59,Long_59
4/6/2020 0:00,-119.96665,0.18792,28.99666667,-119.96723,0.174,20.45415833,-119.90778,0.19256,21.1,-119.93185,0.18734,14.83333333,-119.86892,0.19111,14.93939394,-119.85529,0.20155,17.26666667,-119.8492,0.18067,11.26804124,-119.82571,0.19807,10.62626263,-119.87617,0.18096,10.45454545,-119.8869,0.20184,9.933333333,-119.84166,0.19053,17.35789474,-119.84166,0.14529,15.63333333,-119.84166,0.13891,15.05833333,-119.83035,0.14007,15.44166667,-119.90024,0.09541,15.43518519,-119.92518,0.11745,31.1559633,-119.90981,0.16936,0,-119.90488,0.14964,21.78333333,-119.91416,0.14993,40.78833333,-119.74828,0.04785,33.33333333,-119.76075,0.04205,20.39166667,-119.73755,0.04669,13.48333333,-119.84108,0.02813,23.73333333,-119.82078,0.03451,26.5,-119.86225,0.05568,27.04166667,-119.8057,0.01711,21.63,-119.7709,0.04437,13.65833333,-119.74944,0.06206,13.60833333,-119.73233,0.08294,15.20833333,-119.73233,0.08294,15.475,-119.76916,0.12441,29.41666667,-119.8086,0.09715,29.425,-119.80541,0.08323,29.66666667,-119.78859,0.08323,30.73333333,-119.85152,0.15283,40.775,-119.89676,0.15341,8.033333333,-119.89038,0.16037,40.73333333,-119.87994,0.12557,40.50833333,-119.89067,0.11658,30.98333333,-119.88342,0.1218,32.69166667,-119.81846,0.1218,34.225,-119.8608,0.12557,34.81666667,-119.89038,0.16617,39.45833333,-119.83122,0.06235,39.49166667,-119.85993,0.17371,39.44791667,-119.8753,0.174,39.17171717,-119.77525,0.06177,41.30833333,-119.86138,0.16124,40.475,-119.90401,0.18618,34.20833333,14.69350833,0.15689,-119.9594,14.46480833,0.15109,-119.90952,14.868825,0.1218,-119.9043,14.68574167,0.18299,-119.85558,14.87659167,0.04147,-119.82861,14.54838333,0.20764,-119.81556,14.47161667,0.15979,-119.80715,14.79535833,0.1218,-119.79265,14.495025,0.16849,-119.79033
4/6/2020 0:10,-119.96665,0.18792,29.63306667,-119.96723,0.174,22.487825,-119.90778,0.19256,21.01666667,-119.93185,0.18734,15.2,-119.86892,0.19111,14.96190476,-119.85529,0.20155,16.71666667,-119.8492,0.18067,10.54878049,-119.82571,0.19807,10.32653061,-119.87617,0.18096,9.96039604,-119.8869,0.20184,10.48958333,-119.84166,0.19053,18.3125,-119.84166,0.14529,15.36666667,-119.84166,0.13891,15.63333333,-119.83035,0.14007,15.68333333,-119.90024,0.09541,16.19266055,-119.92518,0.11745,32.46666667,,,,-119.90488,0.14964,23.33333333,-119.91416,0.14993,40.64973333,-119.74828,0.04785,32.93333333,-119.76075,0.04205,20.19166667,-119.73755,0.04669,13.01666667,-119.84108,0.02813,23.88333333,-119.82078,0.03451,26.275,-119.86225,0.05568,26.99166667,-119.8057,0.01711,22.24333333,-119.7709,0.04437,13.8,-119.74944,0.06206,13.7,-119.73233,0.08294,15.73333333,-119.73233,0.08294,15.35833333,-119.76916,0.12441,30.24166667,-119.8086,0.09715,29.96666667,-119.80541,0.08323,30.08333333,-119.78859,0.08323,30.95,-119.85152,0.15283,40.8,-119.89676,0.15341,8.233333333,-119.89038,0.16037,41.525,-119.87994,0.12557,41.125,-119.89067,0.11658,31.89166667,-119.88342,0.1218,33.35,-119.81846,0.1218,34.83333333,-119.8608,0.12557,37.35833333,-119.89038,0.16617,40.28333333,-119.83122,0.06235,38.83333333,-119.85993,0.17371,38.89247312,-119.8753,0.174,40.0990099,-119.77525,0.06177,41.99166667,-119.86138,0.16124,41.10833333,-119.90401,0.18618,36.19166667,14.61595833,0.15689,-119.9594,14.830025,0.15109,-119.90952,14.672,0.1218,-119.9043,14.15295,0.18299,-119.85558,14.53511667,0.04147,-119.82861,14.45515833,0.20764,-119.81556,14.2724,0.15979,-119.80715,14.65633333,0.1218,-119.79265,14.51753333,0.16849,-119.79033
4/6/2020 0:20,-119.96665,0.18792,29.472625,-119.96723,0.174,22.63815833,-119.90778,0.19256,21.15833333,-119.93185,0.18734,14.74166667,-119.86892,0.19111,14.58823529,-119.85529,0.20155,16.51666667,-119.8492,0.18067,11.53535354,-119.82571,0.19807,9.747572816,-119.87617,0.18096,10.21276596,-119.8869,0.20184,10.45918367,-119.84166,0.19053,17.95,-119.84166,0.14529,16.33333333,-119.84166,0.13891,15.625,-119.83035,0.14007,15.175,-119.90024,0.09541,15.46846847,-119.92518,0.11745,32.64864865,,,,-119.90488,0.14964,23.31666667,-119.91416,0.14993,40.397625,-119.74828,0.04785,34.1,-119.76075,0.04205,20.3,-119.73755,0.04669,13.39166667,-119.84108,0.02813,23.65,-119.82078,0.03451,26.44166667,-119.86225,0.05568,26.66666667,-119.8057,0.01711,22.105,-119.7709,0.04437,13.875,-119.74944,0.06206,13.84166667,-119.73233,0.08294,15.65833333,-119.73233,0.08294,15.70833333,-119.76916,0.12441,29.725,-119.8086,0.09715,30.20833333,-119.80541,0.08323,30.36666667,-119.78859,0.08323,30.625,-119.85152,0.15283,41.50833333,-119.89676,0.15341,8.175,-119.89038,0.16037,41.24166667,-119.87994,0.12557,40.70833333,-119.89067,0.11658,31.81666667,-119.88342,0.1218,33.075,-119.81846,0.1218,35.75,-119.8608,0.12557,35.29166667,-119.89038,0.16617,40.33333333,-119.83122,0.06235,38.35,-119.85993,0.17371,40.66326531,-119.8753,0.174,41.26530612,-119.77525,0.06177,41.79166667,-119.86138,0.16124,44.19166667,-119.90401,0.18618,35.98333333,14.59054167,0.15689,-119.9594,14.20084167,0.15109,-119.90952,14.8162,0.1218,-119.9043,14.37325,0.18299,-119.85558,14.375475,0.04147,-119.82861,14.69695833,0.20764,-119.81556,14.6598,0.15979,-119.80715,14.75896667,0.1218,-119.79265,14.90901667,0.16849,-119.79033
4/6/2020 0:30,-119.96665,0.18792,29.16308333,-119.96723,0.174,21.81349167,-119.90778,0.19256,21.18333333,-119.93185,0.18734,15.3,-119.86892,0.19111,14.89473684,-119.85529,0.20155,16.70833333,-119.8492,0.18067,12.32038835,-119.82571,0.19807,9.080808081,-119.87617,0.18096,10.01030928,-119.8869,0.20184,10.76146789,-119.84166,0.19053,17.33663366,-119.84166,0.14529,15.99166667,-119.84166,0.13891,15.675,-119.83035,0.14007,15.50833333,-119.90024,0.09541,15.99038462,-119.92518,0.11745,34.17142857,,,,-119.90488,0.14964,23.76666667,-119.91416,0.14993,41.84641667,-119.74828,0.04785,33.56666667,-119.76075,0.04205,20.225,-119.73755,0.04669,13.29166667,-119.84108,0.02813,23.8,-119.82078,0.03451,26.675,-119.86225,0.05568,26.84166667,-119.8057,0.01711,22.20666667,-119.7709,0.04437,13.80833333,-119.74944,0.06206,13.99166667,-119.73233,0.08294,15.75,-119.73233,0.08294,15.6,-119.76916,0.12441,29.85833333,-119.8086,0.09715,30.35833333,-119.80541,0.08323,29.81666667,-119.78859,0.08323,30.275,-119.85152,0.15283,40.74166667,-119.89676,0.15341,8.166666667,-119.89038,0.16037,41.46666667,-119.87994,0.12557,40.725,-119.89067,0.11658,31.50833333,-119.88342,0.1218,32.81666667,-119.81846,0.1218,34.625,-119.8608,0.12557,32.95,-119.89038,0.16617,40.05833333,-119.83122,0.06235,38.23333333,-119.85993,0.17371,40.24509804,-119.8753,0.174,41.36633663,-119.77525,0.06177,41.46666667,-119.86138,0.16124,42.375,-119.90401,0.18618,44.18119726,14.78741667,0.15689,-119.9594,14.47685833,0.15109,-119.90952,14.8509,0.1218,-119.9043,14.34438333,0.18299,-119.85558,14.66398333,0.04147,-119.82861,14.537575,0.20764,-119.81556,14.74535833,0.15979,-119.80715,14.75148333,0.1218,-119.79265,14.85736667,0.16849,-119.79033
4/6/2020 0:40,-119.96665,0.18792,27.36919167,-119.96723,0.174,22.22215833,-119.90778,0.19256,21.51666667,-119.93185,0.18734,15.71666667,-119.86892,0.19111,15.24752475,-119.85529,0.20155,16.65,-119.8492,0.18067,11.52688172,-119.82571,0.19807,10.5625,-119.87617,0.18096,10.89320388,-119.8869,0.20184,10.67010309,-119.84166,0.19053,17.89814815,-119.84166,0.14529,15.575,-119.84166,0.13891,15.625,-119.83035,0.14007,15.73333333,-119.90024,0.09541,15.38888889,-119.92518,0.11745,33.6,,,,-119.90488,0.14964,23.73333333,-119.91416,0.14993,39.46919167,-119.74828,0.04785,33.25,-119.76075,0.04205,20.25,-119.73755,0.04669,13.01666667,-119.84108,0.02813,23.54166667,-119.82078,0.03451,26.625,-119.86225,0.05568,27.06666667,-119.8057,0.01711,21.97833333,-119.7709,0.04437,13.975,-119.74944,0.06206,13.95,-119.73233,0.08294,15.875,-119.73233,0.08294,15.98333333,-119.76916,0.12441,29.825,-119.8086,0.09715,30.70833333,-119.80541,0.08323,30.15833333,-119.78859,0.08323,30.91666667,-119.85152,0.15283,40.80833333,-119.89676,0.15341,8.141666667,-119.89038,0.16037,41.46666667,-119.87994,0.12557,40.50833333,-119.89067,0.11658,31.79166667,-119.88342,0.1218,32.35833333,-119.81846,0.1218,33.86666667,-119.8608,0.12557,33.98333333,-119.89038,0.16617,40.025,-119.83122,0.06235,38.86666667,-119.85993,0.17371,40.03370787,-119.8753,0.174,41.73626374,-119.77525,0.06177,41,-119.86138,0.16124,41.125,-119.90401,0.18618,35.58333333,14.75865,0.15689,-119.9594,14.422825,0.15109,-119.90952,14.69335833,0.1218,-119.9043,14.57553333,0.18299,-119.85558,14.64979167,0.04147,-119.82861,14.48710833,0.20764,-119.81556,14.68110833,0.15979,-119.80715,14.44855,0.1218,-119.79265,20.99383333,0.16849,-119.79033
4/6/2020 0:50,-119.96665,0.18792,29.23677458,-119.96723,0.174,21.43915833,-119.90778,0.19256,21.44166667,-119.93185,0.18734,14.85,-119.86892,0.19111,14.75925926,-119.85529,0.20155,16.375,-119.8492,0.18067,11.81052632,-119.82571,0.19807,10.73333333,-119.87617,0.18096,10.30693069,-119.8869,0.20184,10.66326531,-119.84166,0.19053,17.63461538,-119.84166,0.14529,15.79166667,-119.84166,0.13891,15.15833333,-119.83035,0.14007,15.39166667,-119.90024,0.09541,15.85046729,-119.92518,0.11745,31.37735849,,,,-119.90488,0.14964,19.78333333,-119.91416,0.14993,40.13663333,-119.74828,0.04785,34.41666667,-119.76075,0.04205,19.65,-119.73755,0.04669,13.475,-119.84108,0.02813,23.53333333,-119.82078,0.03451,26.925,-119.86225,0.05568,26.70833333,-119.8057,0.01711,21.735,-119.7709,0.04437,14.03333333,-119.74944,0.06206,14.01666667,-119.73233,0.08294,15.96666667,-119.73233,0.08294,15.43333333,-119.76916,0.12441,29.78333333,-119.8086,0.09715,30.325,-119.80541,0.08323,29.96666667,-119.78859,0.08323,30.65,-119.85152,0.15283,40.8,-119.89676,0.15341,8.158333333,-119.89038,0.16037,40.9,-119.87994,0.12557,40.53333333,-119.89067,0.11658,32.13333333,-119.88342,0.1218,34.475,-119.81846,0.1218,33.08333333,-119.8608,0.12557,36.04166667,-119.89038,0.16617,39.84166667,-119.83122,0.06235,40.225,-119.85993,0.17371,39.68269231,-119.8753,0.174,41.57943925,-119.77525,0.06177,41.48333333,-119.86138,0.16124,41.41666667,-119.90401,0.18618,36.75,14.58515,0.15689,-119.9594,14.79455833,0.15109,-119.90952,14.60594167,0.1218,-119.9043,14.95569167,0.18299,-119.85558,14.64115,0.04147,-119.82861,14.83803333,0.20764,-119.81556,14.61911667,0.15979,-119.80715,14.48845833,0.1218,-119.79265,14.391775,0.16849,-119.79033
4/6/2020 1:00,-119.96665,0.18792,29.42490975,-119.96723,0.174,22.23115833,-119.90778,0.19256,21.71666667,-119.93185,0.18734,14.75833333,-119.86892,0.19111,15.32989691,-119.85529,0.20155,16.65833333,-119.8492,0.18067,11.31372549,-119.82571,0.19807,10.19,-119.87617,0.18096,10.90816327,-119.8869,0.20184,11.0326087,-119.84166,0.19053,18.08737864,-119.84166,0.14529,15.89166667,-119.84166,0.13891,15.41666667,-119.83035,0.14007,15.26666667,-119.90024,0.09541,15.875,-119.92518,0.11745,32.06481481,,,,-119.90488,0.14964,22.88333333,-119.91416,0.14993,41.30315833,-119.74828,0.04785,34.2,-119.76075,0.04205,20.41666667,-119.73755,0.04669,13.125,-119.84108,0.02813,23.63333333,-119.82078,0.03451,26.475,-119.86225,0.05568,26.575,-119.8057,0.01711,22.285,-119.7709,0.04437,13.93333333,-119.74944,0.06206,13.81666667,-119.73233,0.08294,16.11666667,-119.73233,0.08294,15.56666667,-119.76916,0.12441,30.04166667,-119.8086,0.09715,30.1,-119.80541,0.08323,30.09166667,-119.78859,0.08323,30.04166667,-119.85152,0.15283,41.175,-119.89676,0.15341,8.083333333,-119.89038,0.16037,41.01666667,-119.87994,0.12557,41.28333333,-119.89067,0.11658,31.40833333,-119.88342,0.1218,32.39166667,-119.81846,0.1218,34.01666667,-119.8608,0.12557,35.11666667,-119.89038,0.16617,40.08333333,-119.83122,0.06235,40.475,-119.85993,0.17371,40.69,-119.8753,0.174,40.86458333,-119.77525,0.06177,40.76666667,-119.86138,0.16124,40.75,-119.90401,0.18618,35.4,14.631925,0.15689,-119.9594,14.34085,0.15109,-119.90952,14.27883333,0.1218,-119.9043,14.62820833,0.18299,-119.85558,14.59389167,0.04147,-119.82861,14.55813333,0.20764,-119.81556,14.23775833,0.15979,-119.80715,14.42233333,0.1218,-119.79265,14.28873333,0.16849,-119.79033
4/6/2020 1:10,-119.96665,0.18792,38.88518514,-119.96723,0.174,22.064825,-119.90778,0.19256,21.63333333,-119.93185,0.18734,14.88333333,-119.86892,0.19111,15.61616162,-119.85529,0.20155,16.34166667,-119.8492,0.18067,11.7628866,-119.82571,0.19807,10.14705882,-119.87617,0.18096,10.47959184,-119.8869,0.20184,10.50505051,-119.84166,0.19053,17.09,-119.84166,0.14529,15.65833333,-119.84166,0.13891,15.11666667,-119.83035,0.14007,14.99166667,-119.90024,0.09541,15.03809524,-119.92518,0.11745,31.45945946,,,,-119.90488,0.14964,20.71666667,-119.91416,0.14993,41.09585833,-119.74828,0.04785,34.23333333,-119.76075,0.04205,20.85,-119.73755,0.04669,12.94166667,-119.84108,0.02813,23.59166667,-119.82078,0.03451,31.41271524,-119.86225,0.05568,27.24166667,-119.8057,0.01711,22,-119.7709,0.04437,13.94166667,-119.74944,0.06206,13.975,-119.73233,0.08294,15.84166667,-119.73233,0.08294,15.65,-119.76916,0.12441,29.36666667,-119.8086,0.09715,30.31666667,-119.80541,0.08323,30.09166667,-119.78859,0.08323,30.7,-119.85152,0.15283,41.04166667,-119.89676,0.15341,8.175,-119.89038,0.16037,41.34166667,-119.87994,0.12557,40.90833333,-119.89067,0.11658,30.625,-119.88342,0.1218,33.325,-119.81846,0.1218,33.20833333,-119.8608,0.12557,36.475,-119.89038,0.16617,40.45833333,-119.83122,0.06235,40.24166667,-119.85993,0.17371,40.63829787,-119.8753,0.174,40.73195876,-119.77525,0.06177,41.99166667,-119.86138,0.16124,41.01666667,-119.90401,0.18618,35.825,14.82259167,0.15689,-119.9594,14.7311,0.15109,-119.90952,14.570775,0.1218,-119.9043,14.49301667,0.18299,-119.85558,14.75774167,0.04147,-119.82861,14.455425,0.20764,-119.81556,14.84290833,0.15979,-119.80715,14.62569167,0.1218,-119.79265,14.53445,0.16849,-119.79033
4/6/2020 1:20,-119.96665,0.18792,30.20794209,-119.96723,0.174,22.01515833,-119.90778,0.19256,20.85833333,-119.93185,0.18734,14.775,-119.86892,0.19111,14.7244898,-119.85529,0.20155,16.55,-119.8492,0.18067,12.06060606,-119.82571,0.19807,9.413461538,-119.87617,0.18096,10.85148515,-119.8869,0.20184,10.7254902,-119.84166,0.19053,17,-119.84166,0.14529,16.125,-119.84166,0.13891,15.49166667,-119.83035,0.14007,15.88333333,-119.90024,0.09541,15.6635514,-119.92518,0.11745,32.47169811,,,,-119.90488,0.14964,22.56666667,-119.91416,0.14993,40.79975,-119.74828,0.04785,33.55,-119.76075,0.04205,20.75833333,-119.73755,0.04669,13.45833333,-119.84108,0.02813,23.79166667,-119.82078,0.03451,26.25,-119.86225,0.05568,26.95,-119.8057,0.01711,23.98833333,-119.7709,0.04437,13.85,-119.74944,0.06206,13.85,-119.73233,0.08294,15.85,-119.73233,0.08294,15.78333333,-119.76916,0.12441,29.675,-119.8086,0.09715,29.975,-119.80541,0.08323,29.73333333,-119.78859,0.08323,30.78333333,-119.85152,0.15283,41.25833333,-119.89676,0.15341,8.25,-119.89038,0.16037,41.50833333,-119.87994,0.12557,41.51666667,-119.89067,0.11658,31.63333333,-119.88342,0.1218,34.61666667,-119.81846,0.1218,33.56666667,-119.8608,0.12557,37.5,-119.89038,0.16617,40.20833333,-119.83122,0.06235,39.7,-119.85993,0.17371,40.47311828,-119.8753,0.174,42.10576923,-119.77525,0.06177,41.14166667,-119.86138,0.16124,40.74166667,-119.90401,0.18618,36.10833333,14.86119167,0.15689,-119.9594,14.91423333,0.15109,-119.90952,14.795475,0.1218,-119.9043,14.67934167,0.18299,-119.85558,14.738525,0.04147,-119.82861,14.604,0.20764,-119.81556,14.62210833,0.15979,-119.80715,14.36911667,0.1218,-119.79265,14.7302,0.16849,-119.79033
4/6/2020 1:30,-119.96665,0.18792,30.4188524,-119.96723,0.174,21.76549167,-119.90778,0.19256,29.37541739,-119.93185,0.18734,15.76666667,-119.86892,0.19111,15.34693878,-119.85529,0.20155,16.84166667,-119.8492,0.18067,11.97,-119.82571,0.19807,11.07,-119.87617,0.18096,10.57,-119.8869,0.20184,10.13084112,-119.84166,0.19053,17.06930693,-119.84166,0.14529,15.95833333,-119.84166,0.13891,16.10833333,-119.83035,0.14007,15.81666667,-119.90024,0.09541,15.93333333,-119.92518,0.11745,33.19811321,,,,-119.90488,0.14964,21.8,-119.91416,0.14993,42.93354167,-119.74828,0.04785,33.51666667,-119.76075,0.04205,20.50833333,-119.73755,0.04669,13.16666667,-119.84108,0.02813,33.39929298,-119.82078,0.03451,26.41666667,-119.86225,0.05568,26.44166667,-119.8057,0.01711,25.82833333,-119.7709,0.04437,13.70833333,-119.74944,0.06206,13.675,-119.73233,0.08294,16.25833333,-119.73233,0.08294,16.15,-119.76916,0.12441,30.01666667,-119.8086,0.09715,30.44166667,-119.80541,0.08323,29.84166667,-119.78859,0.08323,30.69166667,-119.85152,0.15283,40.6,-119.89676,0.15341,8.183333333,-119.89038,0.16037,40.91666667,-119.87994,0.12557,40.575,-119.89067,0.11658,30.74166667,-119.88342,0.1218,31.84166667,-119.81846,0.1218,33.91666667,-119.8608,0.12557,35.98333333,-119.89038,0.16617,39.63333333,-119.83122,0.06235,39.81666667,-119.85993,0.17371,40.17171717,-119.8753,0.174,40.81188119,-119.77525,0.06177,41.625,-119.86138,0.16124,41.11666667,-119.90401,0.18618,34.89166667,14.629875,0.15689,-119.9594,14.50786667,0.15109,-119.90952,14.75195833,0.1218,-119.9043,14.58639167,0.18299,-119.85558,14.593,0.04147,-119.82861,14.37671667,0.20764,-119.81556,14.6365,0.15979,-119.80715,14.58395833,0.1218,-119.79265,14.783375,0.16849,-119.79033
